index,City,Date,Card Type,Exp Type,Gender,Amount,Country,Month,Day
7966,Bengaluru,2015-05-22,Signature,Fuel,Male,188634, India,May,Friday
7967,Bengaluru,2014-07-03,Gold,Grocery,Male,194863, India,July,Thursday
7968,Ahmedabad,2014-09-06,Signature,Grocery,Female,152924, India,September,Saturday
7969,Delhi,2015-05-02,Silver,Food,Male,129340, India,May,Saturday
7970,Greater Mumbai,2014-08-31,Platinum,Fuel,Male,45602, India,August,Sunday
7971,Delhi,2014-04-15,Silver,Fuel,Female,119302, India,April,Tuesday
7972,Ahmedabad,2015-04-14,Silver,Food,Female,185013, India,April,Tuesday
7973,Greater Mumbai,2013-10-22,Gold,Grocery,Female,286012, India,October,Tuesday
7974,Greater Mumbai,2014-03-30,Gold,Food,Female,185477, India,March,Sunday
7975,Bengaluru,2014-05-04,Silver,Food,Female,98885, India,May,Sunday
7976,Greater Mumbai,2014-11-08,Signature,Fuel,Male,253250, India,November,Saturday
7977,Delhi,2013-12-26,Silver,Entertainment,Female,24019, India,December,Thursday
7978,Greater Mumbai,2014-08-06,Platinum,Fuel,Female,118405, India,August,Wednesday
7979,Ahmedabad,2014-09-23,Gold,Food,Male,11652, India,September,Tuesday
7980,Bengaluru,2014-12-09,Gold,Entertainment,Male,93672, India,December,Tuesday
7981,Greater Mumbai,2015-01-18,Signature,Entertainment,Male,65779, India,January,Sunday
7982,Greater Mumbai,2013-10-25,Silver,Fuel,Male,181094, India,October,Friday
7983,Delhi,2015-02-01,Silver,Entertainment,Male,160242, India,February,Sunday
7984,Ahmedabad,2014-11-25,Signature,Fuel,Female,157517, India,November,Tuesday
7985,Greater Mumbai,2014-04-04,Signature,Bills,Female,18061, India,April,Friday
7986,Greater Mumbai,2014-05-01,Platinum,Fuel,Female,285147, India,May,Thursday
7987,Greater Mumbai,2013-12-26,Signature,Fuel,Female,129386, India,December,Thursday
7988,Bengaluru,2013-10-08,Signature,Food,Female,9478, India,October,Tuesday
7989,Ahmedabad,2014-04-09,Gold,Entertainment,Female,222602, India,April,Wednesday
7990,Greater Mumbai,2014-03-09,Silver,Grocery,Male,1878, India,March,Sunday
7991,Greater Mumbai,2015-02-05,Signature,Entertainment,Female,237388, India,February,Thursday
7992,Delhi,2014-04-08,Gold,Entertainment,Male,109839, India,April,Tuesday
7993,Ahmedabad,2014-10-12,Gold,Bills,Male,210419, India,October,Sunday
7994,Ahmedabad,2014-01-30,Platinum,Bills,Female,196010, India,January,Thursday
7995,Delhi,2013-12-08,Gold,Grocery,Female,248858, India,December,Sunday
7996,Ahmedabad,2014-07-10,Platinum,Grocery,Male,14250, India,July,Thursday
7997,Bengaluru,2014-04-18,Platinum,Grocery,Female,277260, India,April,Friday
7998,Ahmedabad,2014-08-07,Signature,Grocery,Female,192386, India,August,Thursday
7999,Delhi,2014-08-11,Platinum,Fuel,Male,129462, India,August,Monday
8000,Delhi,2014-06-27,Signature,Entertainment,Female,26892, India,June,Friday
8001,Bengaluru,2015-03-23,Signature,Fuel,Female,108872, India,March,Monday
8002,Greater Mumbai,2014-10-04,Gold,Fuel,Male,158108, India,October,Saturday
8003,Bengaluru,2013-12-25,Platinum,Food,Female,44516, India,December,Wednesday
8004,Ahmedabad,2013-12-28,Platinum,Fuel,Female,149397, India,December,Saturday
8005,Ahmedabad,2014-03-01,Signature,Entertainment,Female,48140, India,March,Saturday
8006,Ahmedabad,2013-12-12,Signature,Food,Female,246894, India,December,Thursday
8007,Delhi,2014-04-03,Silver,Fuel,Female,89823, India,April,Thursday
8008,Delhi,2014-08-04,Signature,Grocery,Male,251060, India,August,Monday
8009,Bengaluru,2014-10-01,Platinum,Entertainment,Male,269376, India,October,Wednesday
8010,Bengaluru,2014-12-08,Signature,Bills,Female,163082, India,December,Monday
8011,Bengaluru,2015-02-24,Platinum,Food,Male,86975, India,February,Tuesday
8012,Bengaluru,2014-05-16,Silver,Food,Female,42023, India,May,Friday
8013,Delhi,2013-11-30,Signature,Bills,Male,41701, India,November,Saturday
8014,Greater Mumbai,2014-12-03,Signature,Grocery,Male,17463, India,December,Wednesday
8015,Greater Mumbai,2014-09-05,Platinum,Bills,Female,179980, India,September,Friday
8016,Bengaluru,2015-02-09,Gold,Grocery,Male,61689, India,February,Monday
8017,Delhi,2014-12-08,Gold,Grocery,Male,238404, India,December,Monday
8018,Ahmedabad,2014-04-10,Signature,Bills,Female,253083, India,April,Thursday
8019,Bengaluru,2014-01-11,Gold,Bills,Female,276089, India,January,Saturday
8020,Bengaluru,2013-11-13,Signature,Entertainment,Male,135718, India,November,Wednesday
8021,Ahmedabad,2014-01-20,Gold,Food,Male,177433, India,January,Monday
8022,Delhi,2014-07-02,Signature,Grocery,Female,192346, India,July,Wednesday
8023,Greater Mumbai,2013-12-11,Platinum,Grocery,Male,33858, India,December,Wednesday
8024,Delhi,2014-08-07,Platinum,Food,Female,219687, India,August,Thursday
8025,Bengaluru,2014-07-21,Gold,Grocery,Female,89024, India,July,Monday
8026,Ahmedabad,2015-05-06,Signature,Fuel,Male,57215, India,May,Wednesday
8027,Bengaluru,2013-12-19,Silver,Bills,Female,49377, India,December,Thursday
8028,Ahmedabad,2015-02-16,Signature,Entertainment,Male,191294, India,February,Monday
8029,Bengaluru,2013-10-05,Silver,Fuel,Female,123820, India,October,Saturday
8030,Delhi,2014-07-02,Signature,Entertainment,Female,89229, India,July,Wednesday
8031,Bengaluru,2014-09-29,Platinum,Food,Female,279805, India,September,Monday
8032,Bengaluru,2014-03-07,Platinum,Fuel,Male,149013, India,March,Friday
8033,Bengaluru,2013-12-31,Gold,Bills,Male,111104, India,December,Tuesday
8034,Greater Mumbai,2014-09-29,Gold,Bills,Female,136518, India,September,Monday
8035,Delhi,2014-05-09,Signature,Bills,Female,156566, India,May,Friday
8036,Delhi,2014-02-19,Platinum,Bills,Male,206736, India,February,Wednesday
8037,Delhi,2013-12-21,Signature,Bills,Male,113138, India,December,Saturday
8038,Bengaluru,2014-03-31,Silver,Bills,Female,278133, India,March,Monday
8039,Bengaluru,2015-04-01,Silver,Entertainment,Male,256718, India,April,Wednesday
8040,Delhi,2015-02-07,Gold,Food,Male,126074, India,February,Saturday
8041,Greater Mumbai,2014-11-30,Signature,Bills,Female,273958, India,November,Sunday
8042,Bengaluru,2014-04-01,Signature,Grocery,Male,238697, India,April,Tuesday
8043,Bengaluru,2014-07-20,Silver,Bills,Male,141603, India,July,Sunday
8044,Bengaluru,2014-05-07,Platinum,Bills,Female,158428, India,May,Wednesday
8045,Ahmedabad,2014-05-24,Signature,Bills,Male,153077, India,May,Saturday
8046,Greater Mumbai,2014-01-14,Signature,Fuel,Female,246479, India,January,Tuesday
8047,Ahmedabad,2014-10-27,Signature,Fuel,Male,40399, India,October,Monday
8048,Delhi,2015-01-25,Signature,Grocery,Female,19461, India,January,Sunday
8049,Greater Mumbai,2015-02-10,Platinum,Grocery,Male,77870, India,February,Tuesday
8050,Ahmedabad,2013-10-13,Platinum,Entertainment,Male,188278, India,October,Sunday
8051,Greater Mumbai,2014-04-06,Silver,Fuel,Male,299035, India,April,Sunday
8052,Bengaluru,2015-04-28,Silver,Bills,Male,221816, India,April,Tuesday
8053,Delhi,2015-02-05,Platinum,Entertainment,Male,68219, India,February,Thursday
8054,Greater Mumbai,2014-11-11,Silver,Entertainment,Female,295582, India,November,Tuesday
8055,Greater Mumbai,2013-12-03,Platinum,Fuel,Female,53811, India,December,Tuesday
8056,Delhi,2014-07-21,Signature,Fuel,Female,57980, India,July,Monday
8057,Bengaluru,2013-10-23,Platinum,Fuel,Female,195440, India,October,Wednesday
8058,Ahmedabad,2014-10-13,Gold,Fuel,Male,226436, India,October,Monday
8059,Delhi,2014-11-27,Silver,Food,Male,204683, India,November,Thursday
8060,Greater Mumbai,2014-06-27,Gold,Grocery,Male,228720, India,June,Friday
8061,Greater Mumbai,2015-01-23,Signature,Grocery,Female,188230, India,January,Friday
8062,Greater Mumbai,2015-05-07,Platinum,Entertainment,Male,233872, India,May,Thursday
8063,Bengaluru,2014-07-05,Gold,Food,Female,160964, India,July,Saturday
8064,Bengaluru,2015-01-20,Silver,Entertainment,Male,139087, India,January,Tuesday
8065,Delhi,2013-12-01,Signature,Fuel,Female,48904, India,December,Sunday
8066,Delhi,2014-04-12,Platinum,Fuel,Male,225862, India,April,Saturday
8067,Delhi,2013-11-29,Platinum,Fuel,Male,45768, India,November,Friday
8068,Ahmedabad,2014-08-04,Platinum,Food,Male,75108, India,August,Monday
8069,Delhi,2015-04-05,Platinum,Fuel,Female,181160, India,April,Sunday
8070,Ahmedabad,2013-11-23,Platinum,Grocery,Male,99933, India,November,Saturday
8071,Delhi,2013-10-22,Platinum,Grocery,Male,29599, India,October,Tuesday
8072,Bengaluru,2014-07-12,Platinum,Bills,Female,4300, India,July,Saturday
8073,Bengaluru,2014-05-28,Platinum,Entertainment,Female,190848, India,May,Wednesday
8074,Delhi,2014-01-10,Gold,Entertainment,Female,33145, India,January,Friday
8075,Ahmedabad,2014-02-25,Gold,Grocery,Female,260795, India,February,Tuesday
8076,Bengaluru,2014-02-16,Gold,Fuel,Female,264789, India,February,Sunday
8077,Greater Mumbai,2014-04-28,Gold,Bills,Male,291089, India,April,Monday
8078,Ahmedabad,2015-04-27,Platinum,Bills,Female,108757, India,April,Monday
8079,Bengaluru,2014-12-08,Silver,Bills,Female,28966, India,December,Monday
8080,Bengaluru,2014-07-16,Signature,Grocery,Female,194714, India,July,Wednesday
8081,Greater Mumbai,2013-11-17,Silver,Food,Female,105390, India,November,Sunday
8082,Bengaluru,2014-11-14,Silver,Grocery,Female,171001, India,November,Friday
8083,Ahmedabad,2014-03-08,Signature,Entertainment,Male,162244, India,March,Saturday
8084,Delhi,2014-01-20,Platinum,Fuel,Male,184287, India,January,Monday
8085,Bengaluru,2014-05-19,Silver,Entertainment,Male,144479, India,May,Monday
8086,Bengaluru,2014-04-06,Signature,Entertainment,Female,243496, India,April,Sunday
8087,Bengaluru,2015-03-26,Silver,Fuel,Female,254886, India,March,Thursday
8088,Delhi,2014-10-02,Platinum,Bills,Male,104958, India,October,Thursday
8089,Bengaluru,2015-04-30,Gold,Entertainment,Male,146854, India,April,Thursday
8090,Delhi,2014-06-17,Platinum,Grocery,Female,131199, India,June,Tuesday
8091,Greater Mumbai,2014-05-12,Signature,Fuel,Female,261715, India,May,Monday
8092,Ahmedabad,2013-11-12,Platinum,Bills,Male,258709, India,November,Tuesday
8093,Greater Mumbai,2014-04-30,Platinum,Food,Male,55755, India,April,Wednesday
8094,Bengaluru,2014-04-25,Gold,Food,Male,140370, India,April,Friday
8095,Ahmedabad,2015-02-11,Silver,Bills,Male,159421, India,February,Wednesday
8096,Bengaluru,2013-12-20,Gold,Food,Male,237791, India,December,Friday
8097,Ahmedabad,2014-12-19,Silver,Food,Female,133351, India,December,Friday
8098,Ahmedabad,2013-12-23,Signature,Entertainment,Female,251124, India,December,Monday
8099,Greater Mumbai,2014-05-19,Gold,Bills,Female,103600, India,May,Monday
8100,Delhi,2013-12-20,Signature,Bills,Male,54640, India,December,Friday
8101,Bengaluru,2015-02-25,Signature,Bills,Female,167106, India,February,Wednesday
8102,Delhi,2014-10-26,Gold,Grocery,Female,256726, India,October,Sunday
8103,Greater Mumbai,2014-07-27,Platinum,Bills,Female,47447, India,July,Sunday
8104,Ahmedabad,2014-06-07,Platinum,Food,Male,212710, India,June,Saturday
8105,Bengaluru,2014-06-13,Silver,Bills,Female,119114, India,June,Friday
8106,Greater Mumbai,2015-05-25,Signature,Bills,Male,133268, India,May,Monday
8107,Bengaluru,2014-08-28,Gold,Food,Male,214898, India,August,Thursday
8108,Bengaluru,2014-03-25,Platinum,Bills,Male,205808, India,March,Tuesday
8109,Bengaluru,2014-10-31,Gold,Entertainment,Male,173114, India,October,Friday
8110,Greater Mumbai,2015-03-27,Silver,Food,Female,190837, India,March,Friday
8111,Delhi,2014-08-08,Silver,Food,Female,68202, India,August,Friday
8112,Ahmedabad,2013-12-09,Signature,Grocery,Male,42619, India,December,Monday
8113,Bengaluru,2014-05-24,Gold,Fuel,Male,164005, India,May,Saturday
8114,Greater Mumbai,2013-10-25,Gold,Bills,Male,4303, India,October,Friday
8115,Bengaluru,2015-05-17,Silver,Food,Male,163129, India,May,Sunday
8116,Bengaluru,2014-07-29,Platinum,Fuel,Male,49680, India,July,Tuesday
8117,Greater Mumbai,2014-12-31,Gold,Bills,Male,49016, India,December,Wednesday
8118,Bengaluru,2014-02-25,Gold,Bills,Male,296314, India,February,Tuesday
8119,Bengaluru,2015-04-26,Gold,Bills,Male,7876, India,April,Sunday
8120,Delhi,2015-01-22,Platinum,Bills,Male,16044, India,January,Thursday
8121,Bengaluru,2015-04-28,Signature,Fuel,Male,231514, India,April,Tuesday
8122,Bengaluru,2014-03-10,Silver,Food,Female,30551, India,March,Monday
8123,Greater Mumbai,2013-10-27,Platinum,Entertainment,Female,79258, India,October,Sunday
8124,Greater Mumbai,2014-08-04,Gold,Fuel,Male,103315, India,August,Monday
8125,Delhi,2014-08-07,Silver,Food,Female,72391, India,August,Thursday
8126,Bengaluru,2014-06-24,Gold,Fuel,Female,79869, India,June,Tuesday
8127,Bengaluru,2013-11-01,Gold,Fuel,Male,283156, India,November,Friday
8128,Delhi,2014-08-12,Silver,Fuel,Female,216274, India,August,Tuesday
8129,Bengaluru,2015-01-20,Signature,Grocery,Male,62786, India,January,Tuesday
8130,Bengaluru,2014-10-13,Signature,Fuel,Male,122639, India,October,Monday
8131,Delhi,2014-11-21,Silver,Grocery,Female,228769, India,November,Friday
8132,Bengaluru,2013-11-30,Gold,Entertainment,Female,281273, India,November,Saturday
8133,Bengaluru,2014-09-14,Platinum,Food,Male,212713, India,September,Sunday
8134,Bengaluru,2014-06-02,Platinum,Bills,Male,156885, India,June,Monday
8135,Bengaluru,2014-05-23,Silver,Entertainment,Male,20492, India,May,Friday
8136,Ahmedabad,2014-04-28,Signature,Entertainment,Male,155735, India,April,Monday
8137,Delhi,2015-02-14,Signature,Entertainment,Male,292649, India,February,Saturday
8138,Delhi,2015-04-18,Silver,Fuel,Female,61203, India,April,Saturday
8139,Delhi,2015-03-27,Silver,Fuel,Male,255996, India,March,Friday
8140,Greater Mumbai,2014-04-01,Silver,Fuel,Female,237960, India,April,Tuesday
8141,Ahmedabad,2013-10-12,Silver,Fuel,Female,173381, India,October,Saturday
8142,Greater Mumbai,2014-08-27,Gold,Entertainment,Male,39285, India,August,Wednesday
8143,Ahmedabad,2013-12-04,Platinum,Bills,Male,86884, India,December,Wednesday
8144,Greater Mumbai,2014-06-14,Silver,Entertainment,Female,214501, India,June,Saturday
8145,Bengaluru,2014-05-30,Platinum,Fuel,Female,190698, India,May,Friday
8146,Delhi,2013-11-19,Platinum,Fuel,Male,175495, India,November,Tuesday
8147,Bengaluru,2015-01-30,Platinum,Food,Male,14742, India,January,Friday
8148,Bengaluru,2014-07-31,Platinum,Bills,Male,21893, India,July,Thursday
8149,Bengaluru,2014-08-29,Signature,Entertainment,Female,271661, India,August,Friday
8150,Greater Mumbai,2013-10-30,Platinum,Entertainment,Female,78598, India,October,Wednesday
8151,Bengaluru,2014-05-01,Silver,Food,Female,247136, India,May,Thursday
8152,Bengaluru,2015-05-20,Platinum,Bills,Male,76488, India,May,Wednesday
8153,Ahmedabad,2014-09-07,Silver,Entertainment,Male,248673, India,September,Sunday
8154,Delhi,2014-09-25,Gold,Bills,Female,111203, India,September,Thursday
8155,Greater Mumbai,2014-08-22,Gold,Food,Male,199881, India,August,Friday
8156,Ahmedabad,2015-04-06,Platinum,Bills,Male,228771, India,April,Monday
8157,Ahmedabad,2014-05-14,Signature,Food,Female,33141, India,May,Wednesday
8158,Bengaluru,2014-03-14,Gold,Bills,Male,229975, India,March,Friday
8159,Delhi,2013-10-22,Platinum,Bills,Female,282066, India,October,Tuesday
8160,Greater Mumbai,2014-05-27,Silver,Grocery,Male,193627, India,May,Tuesday
8161,Greater Mumbai,2014-08-09,Signature,Fuel,Female,114328, India,August,Saturday
8162,Bengaluru,2014-02-07,Silver,Food,Female,286445, India,February,Friday
8163,Bengaluru,2015-01-05,Platinum,Entertainment,Female,173458, India,January,Monday
8164,Delhi,2014-10-31,Platinum,Food,Male,255521, India,October,Friday
8165,Ahmedabad,2014-03-20,Gold,Food,Female,291906, India,March,Thursday
8166,Bengaluru,2015-03-15,Gold,Grocery,Male,233954, India,March,Sunday
8167,Ahmedabad,2013-11-17,Platinum,Grocery,Female,125116, India,November,Sunday
8168,Delhi,2014-09-15,Platinum,Grocery,Male,91726, India,September,Monday
8169,Delhi,2014-06-08,Silver,Bills,Male,285512, India,June,Sunday
8170,Greater Mumbai,2014-03-28,Silver,Grocery,Male,111548, India,March,Friday
8171,Bengaluru,2014-09-06,Silver,Entertainment,Female,63176, India,September,Saturday
8172,Delhi,2014-03-17,Signature,Bills,Female,221323, India,March,Monday
8173,Greater Mumbai,2014-09-06,Gold,Grocery,Male,1099, India,September,Saturday
8174,Bengaluru,2014-02-20,Platinum,Grocery,Male,57542, India,February,Thursday
8175,Ahmedabad,2015-02-20,Gold,Fuel,Male,111167, India,February,Friday
8176,Bengaluru,2014-07-07,Silver,Bills,Male,140505, India,July,Monday
8177,Greater Mumbai,2014-03-12,Gold,Bills,Female,82010, India,March,Wednesday
8178,Ahmedabad,2014-05-03,Silver,Entertainment,Male,258219, India,May,Saturday
8179,Delhi,2015-02-20,Signature,Food,Female,208934, India,February,Friday
8180,Delhi,2015-03-02,Signature,Entertainment,Female,175947, India,March,Monday
8181,Ahmedabad,2015-04-10,Silver,Grocery,Male,132026, India,April,Friday
8182,Bengaluru,2014-11-06,Silver,Fuel,Female,186295, India,November,Thursday
8183,Greater Mumbai,2015-05-20,Platinum,Fuel,Male,160508, India,May,Wednesday
8184,Ahmedabad,2014-11-19,Gold,Grocery,Male,268673, India,November,Wednesday
8185,Greater Mumbai,2014-10-17,Silver,Grocery,Female,203958, India,October,Friday
8186,Bengaluru,2014-09-30,Gold,Bills,Female,18351, India,September,Tuesday
8187,Greater Mumbai,2014-12-31,Platinum,Food,Male,162751, India,December,Wednesday
8188,Bengaluru,2013-10-13,Silver,Food,Male,42507, India,October,Sunday
8189,Greater Mumbai,2015-04-22,Gold,Grocery,Male,27479, India,April,Wednesday
8190,Greater Mumbai,2015-04-07,Platinum,Fuel,Male,56482, India,April,Tuesday
8191,Ahmedabad,2014-12-25,Platinum,Grocery,Male,261396, India,December,Thursday
8192,Ahmedabad,2015-02-10,Silver,Fuel,Female,194454, India,February,Tuesday
8193,Greater Mumbai,2014-12-18,Signature,Fuel,Male,93974, India,December,Thursday
8194,Greater Mumbai,2014-02-03,Platinum,Entertainment,Female,292348, India,February,Monday
8195,Delhi,2013-10-26,Signature,Grocery,Female,13059, India,October,Saturday
8196,Greater Mumbai,2014-04-09,Silver,Entertainment,Male,25019, India,April,Wednesday
8197,Greater Mumbai,2015-04-09,Signature,Food,Female,191561, India,April,Thursday
8198,Greater Mumbai,2014-01-09,Signature,Grocery,Female,295603, India,January,Thursday
8199,Delhi,2013-12-25,Gold,Food,Female,80528, India,December,Wednesday
8200,Bengaluru,2015-04-17,Signature,Food,Female,171901, India,April,Friday
8201,Greater Mumbai,2014-07-21,Silver,Bills,Male,10663, India,July,Monday
8202,Delhi,2015-01-09,Silver,Bills,Male,84996, India,January,Friday
8203,Greater Mumbai,2014-02-09,Gold,Entertainment,Male,65518, India,February,Sunday
8204,Greater Mumbai,2015-04-09,Silver,Grocery,Male,32713, India,April,Thursday
8205,Greater Mumbai,2013-12-17,Platinum,Bills,Male,41380, India,December,Tuesday
8206,Delhi,2014-03-01,Gold,Fuel,Female,265796, India,March,Saturday
8207,Ahmedabad,2015-04-25,Gold,Entertainment,Female,113587, India,April,Saturday
8208,Delhi,2013-11-28,Gold,Entertainment,Female,236176, India,November,Thursday
8209,Bengaluru,2014-09-02,Signature,Grocery,Female,75304, India,September,Tuesday
8210,Ahmedabad,2014-05-19,Platinum,Grocery,Female,140648, India,May,Monday
8211,Delhi,2014-09-07,Silver,Food,Female,152317, India,September,Sunday
8212,Ahmedabad,2013-12-10,Gold,Fuel,Female,160126, India,December,Tuesday
8213,Bengaluru,2014-10-03,Signature,Bills,Female,163984, India,October,Friday
8214,Bengaluru,2014-09-02,Silver,Food,Male,66611, India,September,Tuesday
